Node,OccCentrality,Deg_L0,Rel_L0,ExRel_L0,Deg_L1,Rel_L1,ExRel_L1,Deg_L2,Rel_L2,ExRel_L2,Deg_L3,Rel_L3,ExRel_L3,Deg_L4,Rel_L4,ExRel_L4,Deg_L5,Rel_L5,ExRel_L5,Deg_L6,Rel_L6,ExRel_L6,Deg_L7,Rel_L7,ExRel_L7,Deg_L8,Rel_L8,ExRel_L8,Deg_L9,Rel_L9,ExRel_L9,Deg_L10,Rel_L10,ExRel_L10,Deg_L11,Rel_L11,ExRel_L11,Deg_L12,Rel_L12,ExRel_L12,Deg_L13,Rel_L13,ExRel_L13,Deg_L14,Rel_L14,ExRel_L14,Deg_L15,Rel_L15,ExRel_L15,Deg_L16,Rel_L16,ExRel_L16,Deg_L17,Rel_L17,ExRel_L17,Deg_L18,Rel_L18,ExRel_L18,Deg_L19,Rel_L19,ExRel_L19,Deg_L20,Rel_L20,ExRel_L20,Deg_L21,Rel_L21,ExRel_L21,Deg_L22,Rel_L22,ExRel_L22,Deg_L23,Rel_L23,ExRel_L23,Deg_L24,Rel_L24,ExRel_L24,Deg_L25,Rel_L25,ExRel_L25,Deg_L26,Rel_L26,ExRel_L26,Deg_L27,Rel_L27,ExRel_L27,Deg_L28,Rel_L28,ExRel_L28,Deg_L29,Rel_L29,ExRel_L29,Deg_L30,Rel_L30,ExRel_L30,Deg_L31,Rel_L31,ExRel_L31,Deg_L32,Rel_L32,ExRel_L32,Deg_L33,Rel_L33,ExRel_L33,Deg_L34,Rel_L34,ExRel_L34,Deg_L35,Rel_L35,ExRel_L35,Deg_L36,Rel_L36,ExRel_L36
27,0.009175,5,0.104167,0.041667,0,0.000000,0.000000,0,0.000000,0.000000,1,0.020833,0.000000,2,0.041667,0.041667,1,0.020833,0.000000,1,0.020833,0.000000,29,0.604167,0.270833,1,0.020833,0.000000,0,0.000000,0.000000,1,0.020833,0.000000,1,0.020833,0.020833,15,0.312500,0.083333,1,0.020833,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.020833,0.020833,0,0.000000,0.000000,2,0.041667,0.020833,1,0.020833,0.020833,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.041667,0.020833,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.020833,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.020833,0.020833,1,0.020833,0.020833,1,0.020833,0.000000,1,0.020833,0.020833,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
28,0.005825,1,0.035714,0.035714,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,26,0.928571,0.857143,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.035714,0.035714,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.071429,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
29,0.003665,2,0.083333,0.041667,8,0.333333,0.291667,4,0.166667,0.125000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.125000,0.125000,1,0.041667,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.041667,0.041667,0,0.000000,0.000000,6,0.250000,0.125000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.041667,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.041667,0.041667,0,0.000000,0.000000,1,0.041667,0.041667,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
30,0.014145,4,0.067797,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.016949,0.000000,1,0.016949,0.016949,1,0.016949,0.016949,1,0.016949,0.000000,26,0.440678,0.033898,1,0.016949,0.000000,0,0.000000,0.000000,1,0.016949,0.000000,0,0.000000,0.000000,41,0.694915,0.305085,1,0.016949,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.016949,0.016949,1,0.016949,0.000000,1,0.016949,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.033898,0.016949,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.016949,0.016949,0,0.000000,0.000000,1,0.016949,0.000000,6,0.101695,0.101695,0,0.000000,0.000000,0,0.000000,0.000000
31,0.002025,4,0.266667,0.266667,5,0.333333,0.333333,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.066667,0.066667,0,0.000000,0.000000,1,0.066667,0.066667,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.066667,0.066667,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.066667,0.066667,0,0.000000,0.000000,1,0.066667,0.066667,0,0.000000,0.000000,1,0.066667,0.066667,0,0.000000,0.000000
32,0.005825,0,0.000000,0.000000,7,0.166667,0.142857,22,0.523810,0.523810,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.071429,0.047619,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.023810,0.000000,6,0.142857,0.119048,1,0.023810,0.000000,2,0.047619,0.047619,0,0.000000,0.000000,0,0.000000,0.000000,3,0.071429,0.047619,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
33,0.008120,17,0.309091,0.072727,0,0.000000,0.000000,30,0.545455,0.218182,1,0.018182,0.000000,1,0.018182,0.018182,3,0.054545,0.018182,4,0.072727,0.018182,1,0.018182,0.000000,1,0.018182,0.000000,2,0.036364,0.018182,1,0.018182,0.018182,1,0.018182,0.000000,0,0.000000,0.000000,1,0.018182,0.000000,2,0.036364,0.036364,0,0.000000,0.000000,2,0.036364,0.000000,1,0.018182,0.000000,1,0.018182,0.018182,1,0.018182,0.000000,3,0.054545,0.036364,1,0.018182,0.000000,1,0.018182,0.018182,2,0.036364,0.036364,0,0.000000,0.000000,1,0.018182,0.018182,1,0.018182,0.018182,1,0.018182,0.000000,0,0.000000,0.000000,1,0.018182,0.000000,1,0.018182,0.000000,2,0.036364,0.000000,1,0.018182,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
34,0.003315,3,0.136364,0.090909,2,0.090909,0.090909,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.090909,0.090909,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,11,0.500000,0.500000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.090909,0.045455,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.045455,0.045455,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.045455,0.045455,0,0.000000,0.000000,1,0.045455,0.045455,0,0.000000,0.000000
35,0.012215,0,0.000000,0.000000,0,0.000000,0.000000,1,0.021739,0.021739,0,0.000000,0.000000,8,0.173913,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.043478,0.000000,36,0.782609,0.413043,0,0.000000,0.000000,1,0.021739,0.000000,0,0.000000,0.000000,21,0.456522,0.152174,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.021739,0.021739,0,0.000000,0.000000
36,0.003125,0,0.000000,0.000000,15,0.555556,0.370370,4,0.148148,0.111111,0,0.000000,0.000000,0,0.000000,0.000000,2,0.074074,0.037037,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,5,0.185185,0.111111,4,0.148148,0.037037,0,0.000000,0.000000,1,0.037037,0.037037,0,0.000000,0.000000,3,0.111111,0.037037,1,0.037037,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
37,0.016310,78,0.780000,0.490000,0,0.000000,0.000000,4,0.040000,0.030000,1,0.010000,0.000000,1,0.010000,0.000000,19,0.190000,0.090000,1,0.010000,0.000000,3,0.030000,0.000000,1,0.010000,0.000000,1,0.010000,0.000000,1,0.010000,0.000000,1,0.010000,0.000000,2,0.020000,0.000000,1,0.010000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.010000,0.000000,0,0.000000,0.000000,1,0.010000,0.000000,4,0.040000,0.010000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.010000,0.010000,3,0.030000,0.020000,1,0.010000,0.000000,4,0.040000,0.000000,0,0.000000,0.000000,1,0.010000,0.000000,3,0.030000,0.010000,2,0.020000,0.000000,0,0.000000,0.000000,1,0.010000,0.000000,0,0.000000,0.000000,1,0.010000,0.010000,0,0.000000,0.000000,2,0.020000,0.020000,0,0.000000,0.000000
38,0.002500,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,9,0.900000,0.900000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.100000,0.100000,0,0.000000,0.000000
39,0.015680,4,0.042105,0.021053,19,0.200000,0.084211,15,0.157895,0.084211,1,0.010526,0.000000,1,0.010526,0.010526,5,0.052632,0.021053,4,0.042105,0.000000,1,0.010526,0.010526,1,0.010526,0.000000,2,0.021053,0.010526,3,0.031579,0.000000,2,0.021053,0.000000,1,0.010526,0.010526,1,0.010526,0.000000,0,0.000000,0.000000,6,0.063158,0.052632,2,0.021053,0.000000,1,0.010526,0.000000,1,0.010526,0.010526,1,0.010526,0.010526,29,0.305263,0.094737,15,0.157895,0.136842,3,0.031579,0.010526,3,0.031579,0.021053,0,0.000000,0.000000,4,0.042105,0.010526,3,0.031579,0.021053,1,0.010526,0.000000,0,0.000000,0.000000,1,0.010526,0.000000,1,0.010526,0.000000,4,0.042105,0.010526,0,0.000000,0.000000,1,0.010526,0.010526,0,0.000000,0.000000,1,0.010526,0.010526,0,0.000000,0.000000
40,0.002545,1,0.045455,0.045455,0,0.000000,0.000000,1,0.045455,0.045455,1,0.045455,0.045455,1,0.045455,0.045455,1,0.045455,0.045455,1,0.045455,0.045455,0,0.000000,0.000000,1,0.045455,0.045455,1,0.045455,0.045455,1,0.045455,0.045455,1,0.045455,0.045455,0,0.000000,0.000000,1,0.045455,0.045455,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.045455,0.045455,0,0.000000,0.000000,1,0.045455,0.045455,1,0.045455,0.045455,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.045455,0.045455,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.136364,0.136364,1,0.045455,0.045455,1,0.045455,0.045455,1,0.045455,0.045455,1,0.045455,0.045455,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
41,0.015145,4,0.072727,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.018182,0.000000,1,0.018182,0.018182,0,0.000000,0.000000,1,0.018182,0.000000,1,0.018182,0.000000,1,0.018182,0.000000,1,0.018182,0.000000,1,0.018182,0.000000,0,0.000000,0.000000,1,0.018182,0.018182,1,0.018182,0.000000,0,0.000000,0.000000,9,0.163636,0.109091,1,0.018182,0.018182,1,0.018182,0.000000,1,0.018182,0.000000,41,0.745455,0.436364,1,0.018182,0.000000,0,0.000000,0.000000,1,0.018182,0.018182,0,0.000000,0.000000,0,0.000000,0.000000,2,0.036364,0.036364,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.018182,0.000000,1,0.018182,0.018182,1,0.018182,0.000000,1,0.018182,0.000000,0,0.000000,0.000000,1,0.018182,0.018182,0,0.000000,0.000000
42,0.001540,2,0.166667,0.083333,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,8,0.666667,0.583333,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.083333,0.083333,2,0.166667,0.166667,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
43,0.000920,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.166667,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.166667,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.500000,0.500000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.333333,0.333333,0,0.000000,0.000000
44,0.003235,5,0.208333,0.083333,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.041667,0.041667,14,0.583333,0.458333,0,0.000000,0.000000,0,0.000000,0.000000,1,0.041667,0.041667,0,0.000000,0.000000,1,0.041667,0.041667,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.041667,0.041667,0,0.000000,0.000000,0,0.000000,0.000000,1,0.041667,0.041667,1,0.041667,0.041667,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.083333,0.083333,0,0.000000,0.000000
45,0.001495,0,0.000000,0.000000,7,0.583333,0.583333,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.083333,0.083333,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.083333,0.083333,3,0.250000,0.250000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
46,0.000600,0,0.000000,0.000000,3,0.600000,0.600000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.200000,0.200000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.200000,0.200000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
47,0.002855,3,0.130435,0.130435,0,0.000000,0.000000,2,0.086957,0.086957,1,0.043478,0.043478,1,0.043478,0.043478,0,0.000000,0.000000,1,0.043478,0.043478,0,0.000000,0.000000,1,0.043478,0.043478,2,0.086957,0.043478,1,0.043478,0.043478,1,0.043478,0.000000,0,0.000000,0.000000,1,0.043478,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.043478,0.043478,1,0.043478,0.043478,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.043478,0.043478,0,0.000000,0.000000,0,0.000000,0.000000,1,0.043478,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.043478,0.043478,2,0.086957,0.086957,1,0.043478,0.043478,0,0.000000,0.000000,0,0.000000,0.000000,2,0.086957,0.086957,1,0.043478,0.043478
48,0.001225,0,0.000000,0.000000,3,0.333333,0.333333,0,0.000000,0.000000,1,0.111111,0.111111,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.333333,0.333333,0,0.000000,0.000000,0,0.000000,0.000000,1,0.111111,0.111111,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.111111,0.111111,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
49,0.023105,4,0.042105,0.010526,28,0.294737,0.168421,17,0.178947,0.073684,1,0.010526,0.000000,1,0.010526,0.000000,1,0.010526,0.000000,1,0.010526,0.000000,0,0.000000,0.000000,1,0.010526,0.000000,2,0.021053,0.000000,2,0.021053,0.000000,33,0.347368,0.105263,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,4,0.042105,0.021053,2,0.021053,0.000000,1,0.010526,0.000000,1,0.010526,0.010526,1,0.010526,0.000000,8,0.084211,0.000000,32,0.336842,0.157895,1,0.010526,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.010526,0.000000,0,0.000000,0.000000,1,0.010526,0.000000,1,0.010526,0.010526,4,0.042105,0.021053,1,0.010526,0.000000,1,0.010526,0.010526,0,0.000000,0.000000,2,0.021053,0.021053,0,0.000000,0.000000
50,0.002180,2,0.117647,0.117647,1,0.058824,0.058824,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,9,0.529412,0.529412,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,4,0.235294,0.235294,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.058824,0.058824,0,0.000000,0.000000
51,0.002625,0,0.000000,0.000000,0,0.000000,0.000000,1,0.058824,0.058824,0,0.000000,0.000000,0,0.000000,0.000000,1,0.058824,0.058824,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.117647,0.117647,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.117647,0.117647,3,0.176471,0.176471,0,0.000000,0.000000,0,0.000000,0.000000,8,0.470588,0.294118,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.176471,0.000000
52,0.009225,0,0.000000,0.000000,10,0.156250,0.156250,29,0.453125,0.375000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.031250,0.031250,15,0.234375,0.218750,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,10,0.156250,0.109375,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.046875,0.031250,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
53,0.004645,3,0.107143,0.071429,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.035714,0.035714,9,0.321429,0.142857,0,0.000000,0.000000,1,0.035714,0.035714,1,0.035714,0.000000,0,0.000000,0.000000,1,0.035714,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,4,0.142857,0.107143,0,0.000000,0.000000,0,0.000000,0.000000,1,0.035714,0.035714,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,7,0.250000,0.178571,0,0.000000,0.000000,4,0.142857,0.071429,0,0.000000,0.000000,0,0.000000,0.000000,2,0.071429,0.071429,0,0.000000,0.000000,1,0.035714,0.035714,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
54,0.015885,4,0.071429,0.035714,0,0.000000,0.000000,5,0.089286,0.053571,1,0.017857,0.017857,1,0.017857,0.000000,0,0.000000,0.000000,1,0.017857,0.000000,0,0.000000,0.000000,1,0.017857,0.000000,1,0.017857,0.000000,2,0.035714,0.017857,2,0.035714,0.000000,2,0.035714,0.017857,1,0.017857,0.017857,0,0.000000,0.000000,10,0.178571,0.089286,1,0.017857,0.017857,1,0.017857,0.000000,0,0.000000,0.000000,1,0.017857,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.017857,0.000000,2,0.035714,0.017857,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.017857,0.000000,1,0.017857,0.017857,34,0.607143,0.339286,1,0.017857,0.017857,0,0.000000,0.000000,2,0.035714,0.035714,0,0.000000,0.000000
55,0.001625,0,0.000000,0.000000,0,0.000000,0.000000,3,0.300000,0.300000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,4,0.400000,0.400000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.200000,0.100000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.100000,0.000000,1,0.100000,0.100000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
